100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 
100.000000 96.860008 93.874700 91.175931 88.855502 86.957232 85.478994 84.382566 83.607470 83.084840 82.748447 82.541582 82.419935 82.351465 82.314544 82.295453 82.285976 82.281457 82.279385 82.278470 82.278081 82.277921 82.277858 82.277834 82.277825 82.277822 82.277821 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277820 82.277819 82.277818 82.277815 82.277806 82.277781 82.277717 82.277559 82.277175 82.276275 82.274229 82.269720 82.260082 82.240077 82.199701 82.120293 81.967621 81.679326 81.140946 80.136436 78.235110 74.502000 66.663956 48.430004 0.000000 
100.000000 93.874700 88.051156 82.786587 78.260074 74.557094 71.673494 69.534708 68.022751 67.003282 66.347103 65.943590 65.706306 65.572753 65.500738 65.463499 65.445016 65.436201 65.432159 65.430375 65.429616 65.429305 65.429181 65.429134 65.429117 65.429111 65.429108 65.429108 65.429108 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429107 65.429106 65.429104 65.429098 65.429081 65.429036 65.428920 65.428630 65.427930 65.426290 65.422570 65.414393 65.396968 65.360950 65.288643 65.147452 64.878677 64.378311 63.463529 61.812318 58.851074 53.543658 44.025578 27.210744 0.000000 
100.000000 91.175931 82.786587 75.202526 68.681738 63.347353 59.193379 56.112383 53.934386 52.465846 51.520639 50.939401 50.597613 50.405245 50.301517 50.247881 50.221260 50.208565 50.202744 50.200174 50.199081 50.198633 50.198455 50.198387 50.198362 50.198353 50.198350 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198349 50.198348 50.198348 50.198347 50.198344 50.198336 50.198314 50.198256 50.198105 50.197731 50.196829 50.194721 50.189954 50.179517 50.157385 50.111914 50.021348 49.846319 49.517678 48.917244 47.847926 45.988630 42.830301 37.601263 29.242929 16.673931 0.000000 
100.000000 88.855502 78.260074 68.681738 60.446331 53.709355 48.463225 44.572236 41.821691 39.967139 38.773505 38.039518 37.607920 37.365010 37.234032 37.166308 37.132696 37.116668 37.109317 37.106073 37.104693 37.104127 37.103903 37.103818 37.103786 37.103775 37.103771 37.103770 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103769 37.103768 37.103767 37.103764 37.103755 37.103731 37.103668 37.103505 37.103099 37.102124 37.099855 37.094744 37.083609 37.060138 37.012278 36.917848 36.737525 36.404142 35.807239 34.772262 33.035719 30.223165 25.851437 19.409001 10.620392 0.000000 
100.000000 86.957232 74.557094 63.347353 53.709355 45.825080 39.685627 35.132146 31.913347 29.743122 28.346347 27.487467 26.982444 26.698217 26.544967 26.465729 26.426403 26.407651 26.399053 26.395257 26.393643 26.392981 26.392719 26.392619 26.392582 26.392569 26.392564 26.392563 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392562 26.392561 26.392560 26.392557 26.392549 26.392526 26.392464 26.392307 26.391918 26.390986 26.388824 26.383979 26.373480 26.351499 26.307045 26.220217 26.056480 25.758479 25.235367 24.350719 22.912540 20.673637 17.358723 12.744776 6.820796 0.000000 
100.000000 85.478994 71.673494 59.193379 48.463225 39.685627 32.850646 27.781398 24.198081 21.782140 20.227258 19.271184 18.709026 18.392655 18.222078 18.133885 18.090116 18.069246 18.059677 18.055453 18.053657 18.052920 18.052629 18.052517 18.052476 18.052461 18.052456 18.052455 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052454 18.052453 18.052452 18.052450 18.052442 18.052422 18.052368 18.052231 18.051892 18.051082 18.049213 18.045043 18.036063 18.017393 17.979952 17.907564 17.772735 17.531005 17.114371 16.425323 15.334908 13.690963 11.345453 8.209965 4.338048 0.000000 
100.000000 84.382566 69.534708 56.112383 44.572236 35.132146 27.781398 22.329717 18.476142 15.878045 14.205968 13.177860 12.573365 12.233176 12.049764 11.954937 11.907878 11.885441 11.875153 11.870612 11.868681 11.867889 11.867576 11.867456 11.867412 11.867396 11.867391 11.867389 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867388 11.867387 11.867387 11.867385 11.867378 11.867362 11.867318 11.867208 11.866936 11.866288 11.864798 11.861494 11.854418 11.839812 11.810764 11.755154 11.652777 11.471760 11.164858 10.667027 9.896779 8.764996 7.195139 5.156397 2.703241 0.000000 
100.000000 83.607470 68.022751 53.934386 41.821691 31.913347 24.198081 18.476142 14.431603 11.704811 9.949947 8.870961 8.236568 7.879564 7.687091 7.587582 7.538202 7.514658 7.503863 7.499098 7.497073 7.496242 7.495913 7.495788 7.495741 7.495725 7.495719 7.495717 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495716 7.495715 7.495714 7.495709 7.495696 7.495664 7.495581 7.495377 7.494895 7.493792 7.491356 7.486170 7.475539 7.454564 7.414778 7.342321 7.215802 7.004381 6.667076 6.154868 5.417548 4.416708 3.144074 1.639849 0.000000 
100.000000 83.084840 67.003282 52.465846 39.967139 29.743122 21.782140 15.878045 11.704811 8.891301 7.080662 5.967404 5.312875 4.944548 4.745975 4.643316 4.592373 4.568085 4.556949 4.552034 4.549945 4.549088 4.548749 4.548619 4.548571 4.548554 4.548548 4.548546 4.548546 4.548546 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548545 4.548544 4.548540 4.548532 4.548509 4.548450 4.548308 4.547972 4.547207 4.545525 4.541965 4.534714 4.520514 4.493810 4.445650 4.362490 4.225268 4.009405 3.686642 3.229614 2.619527 1.855830 0.964547 0.000000 
